"nh3","no2","no3","o2","co2","Biomass","nparticle","Height","Roughness"
-6.58422355363666,-6.66167675638543,-6.89978710933296,-7.95757740348081,-4.98423682024172,-32.0144612290926,4.71849887129509,-13.7550446546253,-15.1767528381802
-5.8389151486477,-6.3105684895681,-6.74393719375274,-8.64502656292612,-5.18160156685208,-32.0161195838549,4.71849887129509,-13.7512125292844,-15.1694795341593
-6.33790631476668,-6.61136126592833,-7.40369229025438,-8.31834233267107,-5.84132188867826,-32.0172294416981,4.71849887129509,-13.7553744371444,-15.1844540288648
-6.25595106195657,-6.22163271335916,-6.67110337764313,-8.0471895621705,-5.07357509387013,-32.0020550325306,4.71849887129509,-13.7537822369512,-15.1766203351511
-5.88207217033679,-6.53826283133279,-6.57917121520993,-8.49250057882587,-5.42184185283353,-32.0130317507304,4.71849887129509,-13.7509396831834,-15.1696112143033
-6.16724752706235,-6.44654015576948,-6.99549419329014,-7.80179540192147,-5.44426842203234,-31.9964913277075,4.71849887129509,-13.7647119306265,-15.162179078732
-6.13210687691045,-6.96432563047053,-6.96856741837889,-8.1987394602977,-5.1277310659725,-32.0137505575134,4.71849887129509,-13.751531279111,-15.1715243340237
-6.46821085722111,-6.91176330037968,-6.6854120478387,-8.25482892694875,-5.55243572216168,-32.0230260082455,4.71849887129509,-13.7523865211131,-15.1712123592258
-6.02274883714775,-6.25595106195657,-7.21021263701607,-8.23956145481796,-5.23722226718823,-32.0032486391031,4.71849887129509,-13.7652912382756,-15.1622957729074
-6.66089520105061,-7.01422752349265,-6.97176060895805,-8.07571764578504,-5.87599529730187,-32.0255528140076,4.71849887129509,-13.744721619261,-15.1795630720059
-6.55428546599235,-6.43962840974926,-7.29341775979412,-7.93497757156357,-5.14972496249821,-32.0098655392121,4.71849887129509,-13.7545479383736,-15.1765520828456
-6.30398590957341,-7.10987146310427,-6.79890087407006,-8.57376354290463,-5.26468918556805,-32.0327497669601,4.71849887129509,-13.7463858455391,-15.1829190481359
-6.55991928371061,-6.33847208564458,-6.65079017919242,-8.40833878650415,-5.11582915697476,-32.0231833426154,4.71849887129509,-13.7421700393547,-15.1681477592827
-5.88602403464999,-6.24197929521832,-7.36662116381742,-8.13533794894721,-4.91496154402797,-31.9972573182695,4.71849887129509,-13.7648291515753,-15.1622867164298
-6.7064484222771,-6.57271263517052,-7.23210133580551,-7.78242433616547,-5.61056539294507,-32.013147035531,4.71849887129509,-13.7548652200226,-15.1764952666637
-5.98588016881408,-6.35963387047245,-7.01980478279076,-8.26255097304266,-5.74179591685442,-32.0044697669276,4.71849887129509,-13.7654501611994,-15.1624252649697
-6.11929791861787,-6.49829814960444,-6.68141683677141,-8.33071362447362,-5.08789437964321,-32.011115937755,4.71849887129509,-13.7547713231083,-15.1844877890764
-6.09860442266589,-6.96856741837889,-6.81153642124159,-8.18072095479502,-5.70418255467754,-32.0125669062266,4.71849887129509,-13.7632593504387,-15.1623584563354
-6.86661333565096,-6.55639442986717,-6.79086152751064,-8.49250057882587,-5.56986365709041,-32.0392231980492,4.71849887129509,-13.7464478981718,-15.1786426182465
-6.45731680523124,-6.74393719375274,-6.5410309991904,-8.75291552493731,-5.32466134188764,-32.0390119212802,4.71849887129509,-13.7470974563633,-15.182246033884
-5.91747086719966,-6.28449422588636,-6.62182473956916,-7.81409592752791,-5.91932994934878,-31.9896410375974,4.71849887129509,-13.7632261802787,-15.1558053442965
-6.05632311945648,-6.27382745808216,-7.1160102178026,-8.63936082539045,-4.93409100645647,-32.0193702555808,4.71849887129509,-13.7514815702627,-15.1693073051952
-6.31001828322685,-6.16581793425276,-6.88306266639177,-8.31017902203191,-5.2461044951011,-32.0110194090786,4.71849887129509,-13.7546836272019,-15.1766627080959
-6.14975712610258,-6.8656541029635,-7.20078495776051,-7.79691734346804,-5.2276725269787,-32.0022372749284,4.71849887129509,-13.7654234838235,-15.1627088730301
-6.2450673059069,-6.39793015554973,-6.94857727350239,-8.28212146449375,-5.48440600991124,-31.8568651935793,4.7397010789457,-13.736115890993,-15.0546485694116
-6.34528642206431,-6.43463152240016,-6.91377325070408,-8.09848318550548,-5.17415472392761,-31.8530135214174,4.74144780428064,-13.7341252289334,-15.0531260918416
-6.19922699638389,-6.62032323778557,-7.1013400280548,-8.35167917666757,-5.51052097782391,-31.8623928653798,4.7397010789457,-13.7324284329772,-15.0456036568423
-6.18359404489302,-6.36834219836423,-6.84948637085816,-8.1387570981618,-5.05145728861651,-31.8478141651197,4.75703253529734,-13.7185005635627,-15.0062810410567
-6.52794991765455,-6.32833686375053,-7.04243018230874,-8.28212146449375,-5.27381989494765,-31.8668659034646,4.72738781871234,-13.7331025216822,-15.0873602802591
-6.04655451342594,-6.81700091571367,-6.66245892302679,-7.88061662689499,-5.5227116997639,-31.8419607322367,4.78749174278205,-13.7021467236917,-14.9185404001065
-6.50295705986168,-6.40879982778663,-6.73885674252032,-8.03168568332689,-5.75055966621513,-31.8563593335559,4.73444252169223,-13.740286827548,-15.0742670157318
-6.27064948930582,-6.8561120458303,-7.16912004311654,-7.98070011329937,-5.40857876080557,-31.8537486552115,4.75703253529734,-13.7189736309221,-15.0061445339087
-6.02564199890957,-6.26853644044775,-6.83729681533358,-8.42188346615747,-5.28067393137544,-31.8550380805508,4.74666974826179,-13.7280306493176,-15.0306055306147
-6.16249014416008,-6.39253930691485,-6.98679837809749,-8.18788980398593,-5.38300417471523,-31.8496509425528,4.75531284441781,-13.7201229947905,-15.0021303038228
-6.53000400944149,-6.63544068366148,-6.7619248307706,-8.00436986438882,-5.28876315374322,-31.8606467834872,4.73444252169223,-13.7406361006671,-15.076561070243
-6.33001894993352,-6.75675240544561,-6.69992843177982,-8.16653667191581,-5.08256103366784,-31.8611645767677,4.7397010789457,-13.7364727114049,-15.0546778343041
-6.14414963477363,-6.14508203577358,-7.09408473669171,-8.08866313611003,-5.02524144648562,-31.8410125844567,4.75703253529734,-13.7267444281672,-14.9750287808993
-5.99748261943355,-6.71465864902022,-7.12342681545765,-8.52724403232037,-5.1857032221789,-31.8670911219337,4.7397010789457,-13.7334786531328,-15.0478086538171
-5.86289544631327,-6.17538738526891,-7.16782205469927,-7.94058010801116,-5.0914658120108,-31.8274611299355,4.79579054559674,-13.694560808759,-14.8886624272198
-6.42718269838717,-6.66873837851164,-6.63467935891972,-8.54251151222117,-5.0341086502819,-31.8816135355182,4.72206393745959,-13.7392493732961,-15.1215126235494
-6.21761260744249,-6.24971727553576,-7.32327057142866,-8.34324030446096,-5.65100028921723,-31.8566731911439,4.7397010789457,-13.7360948416806,-15.0546836504988
-5.95109065296971,-6.20119841151227,-6.57199758329879,-8.43561366525341,-5.6679328217625,-31.8527838176994,4.748404354074,-13.7252264143134,-15.0234227125256
-5.95725637577825,-6.59367473267582,-7.39714562202806,-8.15255042505061,-5.10357328975553,-31.8453619086169,4.7740687224499,-13.7127000175911,-14.932738664503
-6.03855615464183,-6.6862130090349,-6.71878917946951,-8.04406974636079,-4.98219362046495,-31.8449943008556,4.77575648656363,-13.7113816554973,-14.9333946569651
-6.38480347541831,-6.42040301140179,-6.70074110959781,-8.38178899109135,-5.45333508881465,-31.8672740023561,4.73268350628705,-13.7427528472017,-15.0879066308414
-5.96931174246685,-6.78200407367658,-6.85991794956798,-7.91561347835442,-5.35531108806816,-31.840161163483,4.78915702210111,-13.6999208625829,-14.9163681851163
-6.44590983743787,-6.18359404489302,-6.76973398108476,-8.46365289842197,-5.71443905484473,-31.8705502836235,4.7202829930886,-13.7392102160089,-15.1223575633635
-6.10530536353174,-6.51099461150412,-6.87142334973475,-8.66801666254634,-5.69165629485836,-31.875243660962,4.73092139129365,-13.7409744324416,-15.082690534893
-6.36368832143634,-6.64462207945177,-7.05741605353654,-8.44953501023225,-5.19503901709454,-31.8736899246539,4.72915616576908,-13.7420703372784,-15.0847063180575
-6.60247889812941,-6.48183416230659,-6.5479851301361,-7.89393240641701,-5.11783082569981,-31.8571573050456,4.73444252169223,-13.7403406595761,-15.0742976386951
-6.58422355363666,-6.66167675638543,-6.89978710933296,-7.95757768919514,-4.98423682024172,-31.8619451399934,4.73444252169223,-13.7407311463955,-15.0766011185745
-5.8389151486477,-6.3105684895681,-6.74393719375274,-8.6450271311081,-5.18160156685208,-31.8637304929632,4.73795129722191,-13.7347324387208,-15.056417088602
-6.33790631476668,-6.61136126592833,-7.40369229025438,-8.31834274250722,-5.84132188867826,-31.8655547267227,4.73444252169223,-13.7410427612695,-15.0766508127013
-6.25595106195657,-6.22163271335916,-6.67110337764313,-8.04718987467055,-5.07357509387013,-31.8442190138739,4.75703253529734,-13.7182190468393,-15.0042477538301
-5.88207217033679,-6.53826283133279,-6.57917121520993,-8.49250106663086,-5.42184185283353,-31.8591148316262,4.748404354074,-13.725208940498,-15.0189824464734
-6.16724752706235,-6.44654015576948,-6.99549408411984,-7.80179564642028,-5.44426842203234,-31.8359667683297,4.78080275463125,-13.7076742848637,-14.9321350873016
-6.13210687691045,-6.96432563047053,-6.96856741837889,-8.19873982393413,-5.1277310659725,-31.8598205599172,4.75359019110636,-13.7184509471859,-14.9786493418346
-6.46821085722111,-6.91176330037968,-6.6854120478387,-8.2548293115642,-5.55243572216168,-31.8736195682668,4.73268350628705,-13.7406508666365,-15.0816694910993
-6.02274883714775,-6.25595106195657,-7.21021250169808,-8.23956183360591,-5.23722226718823,-31.8456027023755,4.75703253529734,-13.7271259180819,-14.9750706190336
-6.66089520105061,-7.01422752349265,-6.97176060895805,-8.0757179673285,-5.87599529730187,-31.8774048886989,4.72384171570559,-13.7361789286881,-15.1130712596066
-6.55428546599235,-6.43962840974926,-7.29341761273531,-7.93497785089322,-5.14972496249821,-31.8555911129094,4.73444252169223,-13.740222752326,-15.0742549183063
-6.30398590957341,-7.10987146310427,-6.79890087407006,-8.5737640720053,-5.26468918556805,-31.8869560036405,4.72384171570559,-13.7374272789743,-15.1136111724412
-6.55991928371061,-6.33847208564458,-6.65079017919242,-8.40833923493475,-5.11582915697476,-31.8746605266328,4.7202829930886,-13.7395686419268,-15.1223312156638
-5.88602403464999,-6.24197929521832,-7.36662100558958,-8.13533829024419,-4.91496154402797,-31.8369352971224,4.78415284151653,-13.7044463658499,-14.9234263718073
-6.7064484222771,-6.57271263517052,-7.23210119749293,-7.78242457597366,-5.61056539294507,-31.8604017221956,4.73268350628705,-13.7421863948928,-15.0855309228007
-5.98588016881408,-6.35963387047245,-7.01980467093394,-8.26255136063963,-5.74179591685442,-31.847202451611,4.75703253529734,-13.727268152196,-14.9750368315824
-6.11929791861787,-6.49829814960444,-6.68141683677141,-8.33071403941146,-5.08789437964321,-31.8566819488275,4.74666974826179,-13.7281658594491,-15.0306070678359
-6.09860442266589,-6.96856741837889,-6.81153642124159,-8.18072131193795,-5.70418255467754,-31.8580821115161,4.75531284441781,-13.7256212364179,-14.9708870423787
-6.86661333565096,-6.55639442986717,-6.79086152751064,-8.49250106663086,-5.56986365709041,-31.8978574420489,4.71849887129509,-13.744253728203,-15.1308209948894
-6.45731680523124,-6.74393719375274,-6.5410309991904,-8.7529161578489,-5.32466134188764,-31.8966633103025,4.71849887129509,-13.7440984924956,-15.1336663887263
-5.91747086719966,-6.28449422588636,-6.62182473956916,-7.81409592752791,-5.91932994934878,-31.8260845827713,4.79744207363521,-13.6920160220137,-14.8890756609524
-6.05632311945648,-6.27382745808216,-7.1160102178026,-8.63936139036236,-4.93409100645647,-31.8686176947558,4.73444252169223,-13.7380361892412,-15.0676597265338
-6.31001828322685,-6.16581793425276,-6.88306266639177,-8.31017942853606,-5.2461044951011,-31.8571053511496,4.7361984483945,-13.7381183623606,-15.070332512315
-6.14975712610258,-6.8656541029635,-7.20078495776051,-7.79691758677707,-5.2276725269787,-31.843584373693,4.78415284151653,-13.7049832792197,-14.9233240605983
-6.2450673059069,-6.39793015554973,-6.94857716933573,-8.28212146449375,-5.48440600991124,-31.6149382689064,5.11679548992465,-13.4457705510009,-14.595226727512
-6.34528642206431,-6.43463152240016,-6.91377325070408,-8.09848318550548,-5.17415472392761,-31.6095415305299,5.11679548992465,-13.4400214934209,-14.6026065938398
-6.19922699638389,-6.62032323778557,-7.10133990669559,-8.35167917666757,-5.51052097782391,-31.6223560336263,5.11319188242135,-13.4447445812163,-14.5759275841586
-6.18359404489302,-6.36834219836423,-6.84948637085816,-8.1387570981618,-5.05145728861651,-31.6016406405393,5.12634210180823,-13.4274043592378,-14.5832161204523
-6.52794991765455,-6.32833686375053,-7.04243006789227,-8.28212146449375,-5.27381989494765,-31.6305309386229,5.08636100462439,-13.4639346411787,-14.5849949827273
-6.04655451342594,-6.81700091571367,-6.66245892302679,-7.88061662689499,-5.5227116997639,-31.59158604634,5.14516618705386,-13.4256708112107,-14.6235112242777
-6.50295705986168,-6.40879982778663,-6.73885674252032,-8.03168568332689,-5.75055966621513,-31.6149855498543,5.10594547390058,-13.4475266566467,-14.5948117664594
-6.27064948930582,-6.8561120458303,-7.16911991324642,-7.98070011329937,-5.40857876080557,-31.6092775714084,5.12752904556775,-13.4284879224878,-14.5857445660287
-6.02564199890957,-6.26853644044775,-6.83729681533358,-8.42188346615747,-5.28067393137544,-31.6119826014657,5.12038615805537,-13.4342700679775,-14.6091856346226
-6.16249014416008,-6.39253930691485,-6.98679837809749,-8.18788980398593,-5.38300417471523,-31.60420855447,5.12396397940326,-13.4339922707939,-14.5774765583244
-6.53000400944149,-6.63544068366148,-6.7619248307706,-8.00436986438882,-5.28876315374322,-31.6208100603362,5.10594547390058,-13.4483112376727,-14.6007719126483
-6.33001894993352,-6.75675240544561,-6.69992843177982,-8.16653667191581,-5.08256103366784,-31.620571000549,5.11679548992465,-13.4459015422454,-14.5947209750256
-6.14414963477363,-6.14508203577358,-7.09408473669171,-8.08866313611003,-5.02524144648562,-31.5920594858818,5.13108144717212,-13.4249382244416,-14.6357273885613
-5.99748261943355,-6.71465864902022,-7.12342669138817,-8.52724403232037,-5.1857032221789,-31.6284806118586,5.11439452838711,-13.4436675009637,-14.57687956691
-5.86289544631327,-6.17538738526891,-7.16782205469927,-7.94058010801116,-5.0914658120108,-31.571620411921,5.14865659199363,-13.4172976881668,-14.6371848171129
-6.42718269838717,-6.66873837851164,-6.63467935891972,-8.54251151222117,-5.0341086502819,-31.6509780008323,5.08140436498446,-13.4551198397681,-14.6046750474156
-6.21761260744249,-6.24971727553576,-7.32327057142866,-8.34324030446096,-5.65100028921723,-31.614879815552,5.11439452838711,-13.4500493075536,-14.6000898964592
-5.95109065296971,-6.20119841151227,-6.57199758329879,-8.43561366525341,-5.6679328217625,-31.608656605653,5.12158018804798,-13.4344860070715,-14.5923183020683
-5.95725637577825,-6.59367473267582,-7.39714545889594,-8.15255042505061,-5.10357328975553,-31.5969678723638,5.13579843705026,-13.4264713343993,-14.6287882693252
-6.03855615464183,-6.6862130090349,-6.71878917946951,-8.04406974636079,-4.98219362046495,-31.5963753013496,5.13579843705026,-13.4304617662992,-14.6244406552415
-6.38480347541831,-6.42040301140179,-6.70074110959781,-8.38178899109135,-5.45333508881465,-31.6304802539968,5.09742442416865,-13.4528869680708,-14.5901942681421
-5.96931174246685,-6.78200407367658,-6.85991794956798,-7.91561347835442,-5.35531108806816,-31.5888785006653,5.14749447681345,-13.4215421265251,-14.6203252984255
-6.44590983743787,-6.18359404489302,-6.76973398108476,-8.46365289842197,-5.71443905484473,-31.6358963484034,5.085124146087,-13.457211089824,-14.5954324976356
-6.10530536353174,-6.51099461150412,-6.87142334973475,-8.66801666254634,-5.69165629485836,-31.641183362183,5.09497644253001,-13.4562619685077,-14.5881659240551
